mes,fecha,semana,hora,recibidas,atendidas,abandonada,atendidas_sla,aht_seg,tme_seg,dia_sem
202603,20260312,Sem11,22,31,30,1,30,44.7178181818182,0.188691699604743,4
202603,20260313,Sem11,10,1169,1084,85,627,213.216855879541,71.0978592256215,5
202603,20260313,Sem11,0,16,16,0,12,70.0019166666667,8.06145833333333,5
202603,20260313,Sem11,6,12,12,0,12,36.6783070175439,0.303201754385965,5
202603,20260313,Sem11,3,5,5,0,5,59.6645,0.663681818181818,5
202603,20260313,Sem11,11,1151,1094,57,703,203.159460027726,56.1193287892791,5
202603,20260313,Sem11,1,10,10,0,10,83.1568039215686,0.330901960784314,5
202603,20260313,Sem11,12,1045,1037,8,961,177.870166743543,6.15465959409594,5
202603,20260313,Sem11,4,3,3,0,3,95.0397727272727,0.426,5
202603,20260313,Sem11,22,32,31,1,30,49.2885112781955,0.903229323308271,5
202603,20260313,Sem11,7,53,53,0,49,52.3648661202186,1.58590710382514,5
202603,20260313,Sem11,13,944,902,42,623,184.208514443277,32.8692142857143,5
202603,20260313,Sem11,16,1029,1015,14,965,187.809735994051,5.41353288712444,5
202603,20260313,Sem11,14,983,980,3,960,209.665297334814,2.93022848417546,5
202603,20260313,Sem11,2,4,4,0,4,120.434588235294,0.693647058823529,5
202603,20260313,Sem11,17,1036,956,80,686,197.203513964634,51.5501286564155,5
202603,20260313,Sem11,8,518,516,2,484,202.783763681593,5.53247860696517,5
202603,20260313,Sem11,20,61,59,2,42,41.2951884328358,5.76643470149254,5
202603,20260313,Sem11,5,1,1,0,1,7.453,0.0747837837837838,5
202603,20260313,Sem11,15,998,986,12,830,197.672155972874,13.7217488262911,5
202603,20260313,Sem11,9,1051,1050,1,1034,200.711254860746,1.90929847609039,5
202603,20260313,Sem11,18,621,515,106,226,160.241999625468,84.0945029962546,5
202603,20260313,Sem11,19,370,365,5,335,164.385960290828,5.01029530201342,5
202603,20260313,Sem11,21,45,42,3,25,42.353853164557,7.95006329113924,5
202603,20260313,Sem11,23,21,21,0,21,47.1187,0.31814375,5
202603,20260314,Sem11,9,1250,1165,85,718,219.982142079758,70.6048288449285,6
202603,20260314,Sem11,1,7,7,0,7,38.3029230769231,0.324961538461538,6
202603,20260314,Sem11,4,12,12,0,12,69.5337735849057,0.566018867924528,6
202603,20260314,Sem11,0,14,12,2,11,55.2290882352941,1.57826470588235,6
202603,20260314,Sem11,16,523,521,2,502,209.919891542289,2.63153930348259,6
202603,20260314,Sem11,7,33,9,24,0,9.34454347826087,39.7051552795031,6
202603,20260314,Sem11,6,18,14,4,1,35.7540729927007,35.565,6
202603,20260314,Sem11,8,106,41,65,20,18.2576290471785,29.2547025901943,6
202603,20260314,Sem11,10,1282,1048,234,459,198.129195277021,121.5512708901,6
202603,20260314,Sem11,3,3,3,0,3,27.67858,0.17044,6
202603,20260314,Sem11,12,1117,1032,85,603,194.068606367226,57.3953126850937,6
202603,20260314,Sem11,2,2,2,0,2,12.915052631579,0.0965438596491228,6
202603,20260314,Sem11,20,57,24,33,1,19.1264862579281,32.2164693446089,6
202603,20260314,Sem11,11,1202,1040,162,526,173.114738863636,80.2447484090908,6
202603,20260314,Sem11,21,56,30,26,3,27.4121412103746,41.0981296829971,6
202603,20260314,Sem11,15,522,522,0,497,195.333961904762,4.17699904761904,6
202603,20260314,Sem11,13,767,766,1,766,179.444839802399,0.601723006351446,6
202603,20260314,Sem11,5,5,5,0,5,40.746679245283,0.298584905660377,6
202603,20260314,Sem11,18,78,42,36,8,25.2416767676768,34.8406132756133,6
202603,20260314,Sem11,17,439,438,1,435,168.568579059829,1.19859188034188,6
202603,20260314,Sem11,19,63,23,40,4,15.7142195121951,26.2070260162602,6
202603,20260314,Sem11,14,605,599,6,558,197.049935479376,6.88077745261706,6
202603,20260314,Sem11,22,52,25,27,2,39.3411069958848,32.2675884773663,6
202603,20260314,Sem11,23,35,25,10,8,60.0435579710145,42.6580144927536,6
202603,20260315,Sem12,4,5,5,0,5,45.2726216216216,0.309972972972973,7
202603,20260315,Sem12,9,72,49,23,9,33.2221011608624,37.3448208955224,7
202603,20260315,Sem12,5,7,7,0,7,51.2218604651163,0.41153488372093,7
202603,20260315,Sem12,2,5,5,0,5,18.70245,0.3669,7
202603,20260315,Sem12,8,66,49,17,20,37.3831606334842,23.6012466063348,7
202603,20260315,Sem12,0,11,11,0,11,69.694137254902,0.407529411764706,7
202603,20260315,Sem12,13,90,47,43,4,23.9705510887772,28.2989430485762,7
202603,20260315,Sem12,12,63,51,12,18,30.2086048387097,18.4107693548387,7
202603,20260315,Sem12,10,67,46,21,4,31.1771587301587,34.6688079365079,7
202603,20260315,Sem12,11,101,72,29,14,37.6644828614009,35.7670029806259,7
202603,20260315,Sem12,15,63,48,15,9,30.7125941499086,28.5928519195612,7
202603,20260315,Sem12,14,84,59,25,11,31.0352440677966,27.8851847457627,7
202603,20260315,Sem12,16,67,41,26,3,36.1929452954048,41.713989059081,7
202603,20260315,Sem12,1,7,7,0,7,51.1630833333333,0.253541666666667,7
202603,20260315,Sem12,17,65,50,15,5,43.1839382978724,42.2518,7
202603,20260315,Sem12,21,40,37,3,21,50.3310672268908,10.7045210084034,7
202603,20260315,Sem12,18,56,50,6,21,47.8351183879093,14.7539798488665,7
202603,20260315,Sem12,20,38,36,2,23,47.6673859649123,7.16407368421053,7
202603,20260315,Sem12,19,63,43,20,13,39.3046990740741,25.3653240740741,7
202603,20260315,Sem12,3,5,5,0,5,46.0246764705882,0.448029411764706,7
202603,20260315,Sem12,22,30,30,0,22,73.4426285714286,9.31916428571428,7
202603,20260315,Sem12,6,10,7,3,5,28.4182876712329,4.09097260273973,7
202603,20260315,Sem12,7,29,25,4,12,46.2040780487805,15.5129951219512,7
202603,20260315,Sem12,23,26,24,2,13,74.8752905982906,23.7739487179487,7
202603,20260316,Sem12,8,730,697,33,498,187.64449845321,37.8868561484919,1
202603,20260316,Sem12,6,8,8,0,7,32.167219047619,1.03569523809524,1
202603,20260316,Sem12,1,7,7,0,7,99.3012962962963,0.594888888888889,1
202603,20260316,Sem12,2,6,6,0,6,52.4301025641026,0.363923076923077,1
202603,20260316,Sem12,5,3,3,0,3,42.476619047619,0.415190476190476,1
202603,20260316,Sem12,9,1470,1214,256,515,186.846931845121,132.539793230605,1
202603,20260316,Sem12,14,1258,1076,182,589,197.165948299633,108.115796492031,1
202603,20260316,Sem12,0,13,13,0,10,97.6840192307692,8.95003846153846,1
202603,20260316,Sem12,18,889,690,199,257,195.077772140762,123.984404985337,1
202603,20260316,Sem12,7,53,43,10,27,44.2605726495727,9.20809971509972,1
202603,20260316,Sem12,20,72,56,16,20,31.8843455414013,16.3020573248408,1
202603,20260316,Sem12,11,1531,1435,96,887,210.089808818081,59.7821165246387,1
202603,20260316,Sem12,22,35,35,0,30,57.6880954545454,2.70803181818182,1
202603,20260316,Sem12,10,1392,1080,312,369,168.410660968661,165.657894993895,1
202603,20260316,Sem12,23,20,20,0,20,70.1774831460674,0.442168539325843,1
202603,20260316,Sem12,3,2,2,0,2,28.4373043478261,0.452217391304348,1
202603,20260316,Sem12,16,1236,1235,1,1193,222.246565008361,2.84310765050167,1
202603,20260316,Sem12,12,1313,1259,54,766,197.47691260745,47.8916549324602,1
202603,20260316,Sem12,21,66,48,18,15,36.4489048780488,30.174,1
202603,20260316,Sem12,4,1,1,0,1,34.3448,0.3063,1
202603,20260316,Sem12,17,1284,1228,56,880,228.637863810742,29.1444497016198,1
202603,20260316,Sem12,13,1238,1121,117,685,191.940731597073,65.9415985794231,1
202603,20260316,Sem12,15,1231,986,245,398,171.075265625,108.349149207747,1
202603,20260316,Sem12,19,554,531,23,438,173.711767502161,21.5386158167675,1
202603,20260317,Sem12,4,1,1,0,1,16.629,0.192625,2
202603,20260317,Sem12,8,762,651,111,301,173.759349929379,92.983353460452,2
202603,20260317,Sem12,16,1091,1090,1,1022,209.069221590011,4.76628528528212,2
202603,20260317,Sem12,1,6,6,0,6,100.319096774194,0.311838709677419,2
202603,20260317,Sem12,11,1385,1155,230,507,174.722640139041,98.1777021587999,2
202603,20260317,Sem12,0,7,7,0,6,70.31025,2.84130769230769,2
202603,20260317,Sem12,12,1287,1174,113,716,182.681563584563,68.4221462056448,2
202603,20260317,Sem12,7,61,52,9,34,52.8907672634271,8.90127109974425,2
202603,20260317,Sem12,15,1128,870,258,299,176.047158806545,129.647387872955,2
202603,20260317,Sem12,9,1348,1038,310,369,177.18148363662,148.12028614755,2
202603,20260317,Sem12,18,747,668,79,381,224.39220625,74.8647677083333,2
202603,20260317,Sem12,6,24,22,2,13,52.784246031746,10.6171746031746,2
202603,20260317,Sem12,21,73,51,22,20,44.8333990024937,28.35072319202,2
202603,20260317,Sem12,2,4,4,0,4,78.0486111111111,0.910833333333333,2
202603,20260317,Sem12,23,35,35,0,35,87.1272380952381,0.319880952380952,2
202603,20260317,Sem12,10,1421,1075,346,317,165.502214357054,154.336972409487,2
202603,20260317,Sem12,3,3,3,0,3,45.31325,0.35925,2
202603,20260317,Sem12,14,1166,1077,89,663,195.973728829246,62.070385778186,2
202603,20260317,Sem12,5,7,7,0,7,86.8460833333333,0.704722222222222,2
202603,20260317,Sem12,17,1136,1119,17,1004,239.962310430054,11.1031000988631,2
202603,20260317,Sem12,13,1074,1002,72,599,183.010210174954,48.252907228361,2
202603,20260317,Sem12,20,72,60,12,25,36.349603588907,24.0795269168026,2
202603,20260317,Sem12,19,418,416,2,378,216.572176605505,8.45949311926606,2
202603,20260317,Sem12,22,33,33,0,31,52.2515,1.75909009009009,2
202603,20260318,Sem12,1,4,4,0,4,23.1075862068966,0.388103448275862,3
202603,20260318,Sem12,11,1280,1255,25,1094,219.321695604874,18.0358485639687,3
202603,20260318,Sem12,19,457,431,26,329,181.765968812877,26.7670261569416,3
202603,20260318,Sem12,2,3,3,0,3,38.5060526315789,0.444,3
202603,20260318,Sem12,8,712,611,101,343,190.502451219512,83.7289532520325,3
202603,20260318,Sem12,7,49,46,3,30,42.9672258883249,6.82833756345178,3
202603,20260318,Sem12,20,77,76,1,51,40.2288660436137,5.13935358255452,3
202603,20260318,Sem12,0,12,12,0,11,57.1501323529412,1.89988235294118,3
202603,20260318,Sem12,10,1240,1036,204,417,199.823241748439,121.036981898599,3
202603,20260318,Sem12,12,1190,1138,52,840,211.38825192864,28.6414525875892,3
202603,20260318,Sem12,13,1040,983,57,692,205.660271793498,40.5706156663076,3
202603,20260318,Sem12,9,1278,996,282,349,176.021009525919,143.93817490031,3
202603,20260318,Sem12,23,36,36,0,31,96.0691134751773,2.94473758865248,3
202603,20260318,Sem12,15,1049,1011,38,682,223.222388306674,44.8905408163265,3
202603,20260318,Sem12,3,6,6,0,6,96.48275,0.675625,3
202603,20260318,Sem12,21,61,50,11,11,49.60971,38.2320575,3
202603,20260318,Sem12,14,1076,1058,18,890,220.753026688453,16.4669437636166,3
202603,20260318,Sem12,17,1215,1131,84,724,229.445973908918,53.1903636148007,3
202603,20260318,Sem12,4,1,1,0,1,11.1967857142857,0.10925,3
202603,20260318,Sem12,22,45,43,2,22,74.5888523206751,18.2889029535865,3
202603,20260318,Sem12,5,3,3,0,3,45.0563333333333,0.223461538461538,3
202603,20260318,Sem12,6,14,14,0,14,46.8201176470588,0.490745098039216,3
202603,20260318,Sem12,16,1126,1122,4,1104,240.885645768834,2.02491709666151,3
202603,20260318,Sem12,18,1541,1006,535,217,127.335175507901,226.363361738149,3
202603,20260319,Sem12,1,15,12,3,8,109.801970588235,40.7524411764706,4
202603,20260319,Sem12,3,0,0,0,0,0.0,0.0,4
202603,20260319,Sem12,6,10,10,0,10,33.8530194174757,0.285699029126214,4
202603,20260319,Sem12,0,14,14,0,12,63.7190428571429,3.13201428571429,4
202603,20260319,Sem12,9,1417,1093,324,484,205.858109480122,152.421225764523,4
202603,20260319,Sem12,7,59,59,0,58,53.4317737789203,0.450401028277635,4
202603,20260319,Sem12,11,1181,1135,46,880,207.387655131827,31.3374870527307,4
202603,20260319,Sem12,4,3,3,0,3,37.3512142857143,0.647428571428571,4
202603,20260319,Sem12,10,1374,1020,354,258,174.54088256127,174.510945388865,4
202603,20260319,Sem12,13,1120,973,147,579,207.777639093783,91.2411406743942,4
202603,20260319,Sem12,12,1224,1142,82,735,222.970492221158,57.1776211105792,4
202603,20260319,Sem12,2,4,4,0,4,51.7848,0.31964,4
202603,20260319,Sem12,19,878,829,49,645,138.166282442748,18.6262780387551,4
202603,20260319,Sem12,15,1051,972,79,596,225.351029225023,63.3815121381849,4
202603,20260319,Sem12,14,1087,979,108,574,221.127502150538,75.394692204301,4
202603,20260319,Sem12,8,700,665,35,516,195.817257254902,32.8635329411765,4
202603,20260319,Sem12,16,1143,1134,9,1033,229.905332168996,7.93145126413672,4
202603,20260319,Sem12,5,5,5,0,5,47.8161081081081,0.367648648648649,4
202603,20260319,Sem12,17,1209,960,249,529,197.894600838379,98.4270530973453,4
202603,20260319,Sem12,21,59,51,8,13,54.3841737891738,31.3147948717949,4
202603,20260319,Sem12,18,805,632,173,274,189.363027868853,101.986268852459,4
202603,20260319,Sem12,23,36,34,2,32,97.1575438596491,3.1855,4
202603,20260319,Sem12,20,78,73,5,54,37.3903764534884,4.11329505813954,4
202603,20260319,Sem12,22,44,40,4,20,77.41206,20.104055,4
202603,20260320,Sem12,1,7,7,0,7,64.9835277777778,1.41438888888889,5
202603,20260320,Sem12,4,11,10,1,10,184.866434782609,1.35469565217391,5
202603,20260320,Sem12,14,1232,1107,125,687,186.098491054816,71.4321142121082,5
202603,20260320,Sem12,0,9,9,0,8,65.2347118644068,1.98442372881356,5
202603,20260320,Sem12,5,7,7,0,7,112.860813953488,0.620790697674419,5
202603,20260320,Sem12,3,7,7,0,7,93.6536551724138,0.66048275862069,5
202603,20260320,Sem12,6,24,23,1,21,42.5823832335329,1.16079640718563,5
202603,20260320,Sem12,7,47,47,0,47,41.0467081218274,0.2685,5
202603,20260320,Sem12,9,1381,1211,170,725,196.96236368202,86.2534658487559,5
202603,20260320,Sem12,21,58,43,15,12,34.6773945578231,26.1528004535147,5
202603,20260320,Sem12,22,27,27,0,27,33.310621399177,0.478893004115226,5
202603,20260320,Sem12,2,4,4,0,4,54.7623333333333,0.422888888888889,5
202603,20260320,Sem12,11,1314,1173,141,531,212.970017255717,79.282958350657,5
202603,20260320,Sem12,8,762,700,62,529,201.701464430894,40.4450238821113,5
202603,20260320,Sem12,12,1378,1248,130,783,206.531622772277,60.6422858745861,5
202603,20260320,Sem12,10,1459,1109,350,324,165.588682183908,132.415356130268,5
202603,20260320,Sem12,13,1259,1095,164,652,189.482167757417,78.1180693717276,5
202603,20260320,Sem12,17,1348,1116,232,500,191.463730950484,104.968590269478,5
202603,20260320,Sem12,15,1207,1133,74,710,218.064945989061,58.5904628532361,5
202603,20260320,Sem12,20,60,60,0,53,30.836866359447,1.48703993855607,5
202603,20260320,Sem12,16,1343,1233,110,874,231.931863240663,55.6614643358593,5
202603,20260320,Sem12,19,476,440,36,275,193.781079409049,44.4329270544783,5
202603,20260320,Sem12,18,881,663,218,230,171.036909946237,114.833381989247,5
202603,20260320,Sem12,23,30,30,0,29,58.853865497076,0.536923976608187,5
202603,20260321,Sem12,0,16,16,0,14,46.0754630872483,1.37693959731544,6
202603,20260321,Sem12,4,4,4,0,4,26.6852571428571,0.2704,6
202603,20260321,Sem12,2,3,3,0,3,44.9841034482759,0.286586206896552,6
202603,20260321,Sem12,5,7,7,0,7,34.6599166666667,0.2928,6
202603,20260321,Sem12,7,46,30,16,2,25.7647240566038,18.0959033018868,6
202603,20260321,Sem12,1,8,8,0,7,94.5560232558139,1.77862790697674,6
202603,20260321,Sem12,3,6,6,0,5,42.0582647058824,2.01994117647059,6
202603,20260321,Sem12,13,910,893,17,808,185.502919291339,10.7922632170979,6
202603,20260321,Sem12,12,1284,1014,270,314,178.448326388889,128.588730218855,6
202603,20260321,Sem12,8,113,73,40,41,25.373451772465,17.4380206100577,6
202603,20260321,Sem12,10,1470,1076,394,193,186.478022175891,179.253897839272,6
202603,20260321,Sem12,14,708,549,159,259,190.027137789395,86.5532184466019,6
202603,20260321,Sem12,23,25,2,23,0,3.9360703125,28.3599296875,6
202603,20260321,Sem12,6,22,15,7,8,38.8753269230769,13.0277692307692,6
202603,20260321,Sem12,15,612,465,147,206,174.910557300509,105.297459677419,6
202603,20260321,Sem12,20,92,52,40,1,34.0524586994728,55.4121142355009,6
202603,20260321,Sem12,16,604,535,69,271,199.533452298352,63.9523139635734,6
202603,20260321,Sem12,9,1540,1235,305,484,195.249725297962,145.535965013456,6
202603,20260321,Sem12,17,551,482,69,332,193.117107142857,37.8901119047619,6
202603,20260321,Sem12,22,45,14,31,0,14.7209468438538,71.3796777408638,6
202603,20260321,Sem12,19,90,46,44,1,18.4314733727811,41.3782899408284,6
202603,20260321,Sem12,11,1550,1098,452,189,170.223110504054,179.560622077311,6
202603,20260321,Sem12,18,91,52,39,2,19.8975855106888,43.6085641330166,6
202603,20260321,Sem12,21,79,29,50,0,28.9239282178218,18.5161831683168,6
202603,20260322,Sem13,7,29,20,9,1,28.1703059701493,28.1940671641791,7
202603,20260322,Sem13,0,14,9,5,4,43.873421686747,25.9239156626506,7
202603,20260322,Sem13,4,4,4,0,4,11.1512978723404,0.90668085106383,7
202603,20260322,Sem13,3,5,5,0,4,56.118064516129,8.66461290322581,7
202603,20260322,Sem13,8,60,26,34,0,22.7452566037736,41.9975471698113,7
202603,20260322,Sem13,5,11,10,1,7,49.2625714285714,7.12395714285714,7
202603,20260322,Sem13,23,26,23,3,16,82.6327087378641,14.9049611650485,7
202603,20260322,Sem13,1,6,6,0,5,34.9605245901639,1.69068852459016,7
202603,20260322,Sem13,12,145,79,66,13,35.176530075188,57.3324423558897,7
202603,20260322,Sem13,11,146,61,85,5,28.6453167259787,46.2419383155397,7
202603,20260322,Sem13,14,70,57,13,13,39.0840920245399,27.4958507157464,7
202603,20260322,Sem13,6,13,9,4,3,18.1186440677966,11.1965423728814,7
202603,20260322,Sem13,15,71,61,10,37,39.0322349137931,12.6284892241379,7
202603,20260322,Sem13,17,79,31,48,2,33.1951388235294,51.3575835294118,7
202603,20260322,Sem13,2,2,2,0,2,17.9165652173913,0.260086956521739,7
202603,20260322,Sem13,13,101,60,41,10,34.8525227272727,36.5454724025974,7
202603,20260322,Sem13,10,118,43,75,2,21.1895995115995,65.981956043956,7
202603,20260322,Sem13,19,61,57,4,37,49.6415268817204,10.5004677419355,7
202603,20260322,Sem13,9,101,34,67,1,17.9439183673469,55.7053586005831,7
202603,20260322,Sem13,20,51,33,18,10,38.8059642857143,18.1192077922078,7
202603,20260322,Sem13,16,97,54,43,7,39.0435281553398,57.6765708737864,7
202603,20260322,Sem13,21,44,23,21,4,33.0333938223938,31.8185791505792,7
202603,20260322,Sem13,18,69,31,38,3,36.5742693266833,35.7025112219451,7
202603,20260322,Sem13,22,38,36,2,16,51.7229646464646,21.1027676767677,7
202603,20260323,Sem13,9,1440,1282,158,653,172.871365397136,82.9339116210938,1
202603,20260323,Sem13,8,795,725,70,462,162.104786500579,39.4836703360371,1
202603,20260323,Sem13,3,4,4,0,4,62.3663636363636,0.526545454545455,1
202603,20260323,Sem13,0,8,8,0,8,49.2142619047619,0.532095238095238,1
202603,20260323,Sem13,11,1451,1393,58,1003,178.217473083941,34.2741516119221,1
202603,20260323,Sem13,1,0,0,0,0,0.0,0.0,1
202603,20260323,Sem13,6,13,13,0,13,35.5442857142857,0.426724489795918,1
202603,20260323,Sem13,2,1,1,0,1,95.214,1.12766666666667,1
202603,20260323,Sem13,17,1204,1169,35,818,188.119355308548,20.266142391721,1
202603,20260323,Sem13,15,1212,1105,107,661,174.006385987816,65.0602541961954,1
202603,20260323,Sem13,14,1237,1102,135,650,170.143995788668,68.4205055513016,1
202603,20260323,Sem13,7,44,44,0,38,41.3314971098266,2.65452023121387,1
202603,20260323,Sem13,19,390,389,1,376,172.002725659229,2.42387829614604,1
202603,20260323,Sem13,16,1253,1251,2,1217,192.98224509441,2.03722028878193,1
202603,20260323,Sem13,4,2,2,0,2,85.61355,0.1279,1
202603,20260323,Sem13,18,747,667,80,391,176.513336129419,57.285563810665,1
202603,20260323,Sem13,12,1348,1343,5,1196,176.78060506536,6.59099199346406,1
202603,20260323,Sem13,21,46,42,4,22,38.905196969697,12.2473914141414,1
202603,20260323,Sem13,5,4,4,0,4,40.2439375,0.35390625,1
202603,20260323,Sem13,13,1261,1170,91,766,169.166244776119,48.7716766791045,1
202603,20260323,Sem13,10,1524,1250,274,460,161.974094134025,116.696586261518,1
202603,20260323,Sem13,20,59,59,0,59,35.6671512287335,0.147206049149338,1
202603,20260323,Sem13,22,52,51,1,39,66.1231408450704,12.7562112676056,1
202603,20260323,Sem13,23,15,15,0,15,32.5560694444444,0.277305555555556,1
202603,20260324,Sem13,12,1179,1174,5,1049,189.813561904762,7.02760357142858,2
202603,20260324,Sem13,5,6,6,0,6,58.7347906976744,0.411279069767442,2
202603,20260324,Sem13,7,53,52,1,49,46.5546214953271,1.03167056074766,2
202603,20260324,Sem13,0,17,17,0,15,127.567322580645,9.20722580645161,2
202603,20260324,Sem13,13,1085,1062,23,801,180.485252988898,19.2554109735269,2
202603,20260324,Sem13,9,1262,1118,144,656,167.168065137615,73.0266410397542,2
202603,20260324,Sem13,15,1055,1054,1,1052,183.337270852018,1.03268251121076,2
202603,20260324,Sem13,8,665,657,8,567,166.876992328219,11.7731927951968,2
202603,20260324,Sem13,18,674,601,73,392,189.414453024453,51.603101994852,2
202603,20260324,Sem13,14,1083,1074,9,974,185.260979138926,6.6574241011984,2
202603,20260324,Sem13,1,10,10,0,8,78.7801860465116,5.05827906976744,2
202603,20260324,Sem13,22,39,38,1,35,62.6710628019324,2.33035265700483,2
202603,20260324,Sem13,16,1147,1147,0,1146,200.166052609603,0.864137787056367,2
202603,20260324,Sem13,23,21,21,0,21,116.721542168675,0.482373493975904,2
202603,20260324,Sem13,2,1,1,0,1,40.1425,0.155722222222222,2
202603,20260324,Sem13,17,1090,982,108,633,176.819516589668,45.5825008399833,2
202603,20260324,Sem13,3,0,0,0,0,0.0,0.0,2
202603,20260324,Sem13,4,4,4,0,4,71.4894285714286,0.555,2
202603,20260324,Sem13,6,15,15,0,15,43.6602592592593,0.275518518518519,2
202603,20260324,Sem13,10,1334,1170,164,655,157.169721771467,70.7661113646585,2
202603,20260324,Sem13,11,1289,1272,17,963,170.829359726043,15.8091370930743,2
202603,20260324,Sem13,19,363,362,1,338,162.987602403344,5.89466457680251,2
202603,20260324,Sem13,20,67,67,0,66,34.9958795888399,0.171766519823789,2
202603,20260324,Sem13,21,31,31,0,30,40.819515942029,0.943284057971014,2
202603,20260325,Sem13,8,626,625,1,572,168.210589652729,5.67982742735649,3
202603,20260325,Sem13,9,1250,1239,11,1114,197.719674741602,9.15319961240311,3
202603,20260325,Sem13,1,7,7,0,7,50.7342368421053,0.417263157894737,3
202603,20260325,Sem13,7,40,40,0,40,29.2935135135135,0.183677927927928,3
202603,20260325,Sem13,15,1048,1048,0,1047,181.052574444928,0.893972572921202,3
202603,20260325,Sem13,0,13,13,0,11,63.31735,5.3386,3
202603,20260325,Sem13,5,4,4,0,4,33.4984347826087,0.263347826086957,3
202603,20260325,Sem13,2,3,3,0,3,46.7685454545455,0.423227272727273,3
202603,20260325,Sem13,17,1063,1044,19,849,189.812098684211,15.8482686757215,3
202603,20260325,Sem13,14,1023,1019,4,938,168.003899487643,4.69717374924502,3
202603,20260325,Sem13,6,15,15,0,15,33.1146545454545,0.366490909090909,3
202603,20260325,Sem13,16,1144,1143,1,1143,185.564367466556,0.753610398564336,3
202603,20260325,Sem13,10,1369,1320,49,825,186.568212078815,40.9902369709688,3
202603,20260325,Sem13,3,3,3,0,3,62.0219166666667,0.404291666666667,3
202603,20260325,Sem13,11,1339,1337,2,1300,195.571949749051,2.58753158281307,3
202603,20260325,Sem13,12,1202,1201,1,1193,188.796958592535,1.31631065318818,3
202603,20260325,Sem13,13,1110,1082,28,835,185.688949872014,19.3214466723549,3
202603,20260325,Sem13,4,3,3,0,3,32.4444285714286,0.446190476190476,3
202603,20260325,Sem13,18,646,621,25,479,169.259838481339,23.4524916344916,3
202603,20260325,Sem13,20,73,72,1,57,44.266679245283,3.41818353344768,3
202603,20260325,Sem13,23,23,23,0,23,60.2267,0.407133333333333,3
202603,20260325,Sem13,19,364,358,6,334,170.030057883131,9.08466097023154,3
202603,20260325,Sem13,21,64,41,23,8,41.4933813747229,33.8871729490022,3
202603,20260325,Sem13,22,39,39,0,30,48.7786106557377,7.27943852459016,3
202603,20260326,Sem13,9,2090,1304,786,666,144.804659255242,81.9872808658703,4
202603,20260326,Sem13,2,4,4,0,4,23.0131951219512,0.294731707317073,4
202603,20260326,Sem13,3,6,6,0,6,65.58156,0.70144,4
202603,20260326,Sem13,1,6,6,0,6,27.6002894736842,0.360763157894737,4
202603,20260326,Sem13,12,1351,1220,131,1002,169.287866805084,29.7912567006417,4
202603,20260326,Sem13,0,18,18,0,17,56.4970641025641,2.02534615384615,4
202603,20260326,Sem13,4,7,7,0,7,117.56668,0.84532,4
202603,20260326,Sem13,13,1172,1139,33,929,181.383227866779,21.0980331646964,4
202603,20260326,Sem13,17,1204,1084,120,644,185.047934844193,56.6108628085795,4
202603,20260326,Sem13,8,1178,747,431,480,122.996761207685,66.2129592863677,4
202603,20260326,Sem13,23,29,29,0,28,62.8058067226891,1.15256302521008,4
202603,20260326,Sem13,18,726,624,102,392,166.552763480392,52.3660199142157,4
202603,20260326,Sem13,5,13,13,0,12,85.8548,1.62141818181818,4
202603,20260326,Sem13,14,1088,1063,25,810,175.995915639609,17.236709519762,4
202603,20260326,Sem13,10,2082,1273,809,960,144.669758995703,63.344740735768,4
202603,20260326,Sem13,19,413,413,0,384,179.869112224449,5.16807264529058,4
202603,20260326,Sem13,6,13,13,0,13,39.6469268292683,0.256008130081301,4
202603,20260326,Sem13,16,1172,1171,1,1168,176.819476790607,0.851437025440312,4
202603,20260326,Sem13,11,1908,1452,456,1206,168.946264044943,45.6735097474301,4
202603,20260326,Sem13,22,51,48,3,28,70.5692413793103,16.5470474137931,4
202603,20260326,Sem13,7,57,56,1,32,50.9535081967213,10.9806838407494,4
202603,20260326,Sem13,20,71,70,1,63,47.5427640067912,3.241220713073,4
202603,20260326,Sem13,15,1147,1143,4,1074,182.199952597492,4.12497099352212,4
202603,20260326,Sem13,21,47,39,8,17,45.1816356382979,13.1634840425532,4
202603,20260327,Sem13,0,50,42,8,22,61.0537981651376,40.238504587156,5
202603,20260327,Sem13,2,2,2,0,2,7.46190909090909,0.079030303030303,5
202603,20260327,Sem13,8,1442,1380,62,1040,175.472112754766,29.2575851413544,5
202603,20260327,Sem13,4,0,0,0,0,0.0,0.0,5
202603,20260327,Sem13,3,2,2,0,2,3.81316666666667,0.097,5
202603,20260327,Sem13,5,18,18,0,18,60.0151875,0.534083333333333,5
202603,20260327,Sem13,9,2804,2560,244,1580,194.455533286697,61.761538824764,5
202603,20260327,Sem13,1,12,12,0,12,48.8930967741936,0.580225806451613,5
202603,20260327,Sem13,7,86,86,0,82,30.9237432098765,0.611538271604938,5
202603,20260327,Sem13,13,2864,2310,554,834,118.955018729642,93.3236493485341,5
202603,20260327,Sem13,19,1108,1034,74,796,134.707538436268,19.617641261498,5
202603,20260327,Sem13,10,2672,2428,244,1360,177.970760610312,70.0574956155735,5
202603,20260327,Sem13,23,72,68,4,60,51.9702081218274,3.78484771573604,5
202603,20260327,Sem13,14,2240,2012,228,1066,164.882946298427,60.2467307249713,5
202603,20260327,Sem13,6,30,28,2,22,31.0015569620253,3.85486075949367,5
202603,20260327,Sem13,16,2576,2562,14,2456,179.61981564674,4.88036888338521,5
